,authorID,domain,pubID,venueID,numAuthor,venue,year,type,university
801,nathan-schneider,cmu.edu,Q14-1016,Q14-1,4,TACL,2014,journal,Carnegie Mellon University
801,nathan-schneider,cmu.edu,S14-2027,S14-2,9,SEMEVAL,2014,workshop,Carnegie Mellon University
801,nathan-schneider,georgetown.edu,S17-1022,S17-1,6,SEMEVAL,2017,workshop,Georgetown University
801,nathan-schneider,cmu.edu,W13-2322,W13-23,10,WS,2013,workshop,Carnegie Mellon University
801,nathan-schneider,georgetown.edu,W18-4912,W18-49,4,WS,2018,workshop,Georgetown University
801,nathan-schneider,georgetown.edu,W18-4921,W18-49,6,WS,2018,workshop,Georgetown University
801,nathan-schneider,georgetown.edu,W19-0405,W19-04,2,WS,2019,workshop,Georgetown University
801,nathan-schneider,georgetown.edu,W19-3316,W19-33,6,WS,2019,workshop,Georgetown University
802,swabha-swayamdipta,cmu.edu,D14-1108,D14-1,6,EMNLP,2014,conference,Carnegie Mellon University
802,swabha-swayamdipta,cmu.edu,D18-1412,D18-1,6,EMNLP,2018,conference,Carnegie Mellon University
802,swabha-swayamdipta,cmu.edu,K16-1019,K16-1,4,CoNLL,2016,conference,Carnegie Mellon University
802,swabha-swayamdipta,cmu.edu,N18-1135,N18-1,4,NAACL,2018,conference,Carnegie Mellon University
802,swabha-swayamdipta,washington.edu,N18-2017,N18-2,6,NAACL,2018,conference,University of Washington
802,swabha-swayamdipta,cmu.edu,P18-2106,P18-2,3,ACL,2018,conference,Carnegie Mellon University
802,swabha-swayamdipta,cmu.edu,S14-2027,S14-2,9,SEMEVAL,2014,workshop,Carnegie Mellon University
803,tao-lei,mit.edu,D14-1109,D14-1,4,EMNLP,2014,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,D15-1180,D15-1,3,EMNLP,2015,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,D16-1011,D16-1,3,EMNLP,2016,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,D16-1227,D16-1,4,EMNLP,2016,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,N15-1121,N15-1,5,NAACL,2015,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,N16-1126,N16-1,3,NAACL,2016,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,N16-1153,N16-1,7,NAACL,2016,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,P12-1014,P12-1,4,ACL,2012,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,P13-1127,P13-1,4,ACL,2013,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,P14-1019,P14-1,5,ACL,2014,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,P14-1130,P14-1,5,ACL,2014,conference,Massachusetts Institute of Technology
803,tao-lei,mit.edu,Q14-1043,Q14-1,4,TACL,2014,journal,Massachusetts Institute of Technology
803,tao-lei,mit.edu,S16-1128,S16-1,8,SEMEVAL,2016,workshop,Massachusetts Institute of Technology
804,arvind-neelakantan,umass.edu,D14-1113,D14-1,4,EMNLP,2014,conference,University of Massachusetts Amherst
804,arvind-neelakantan,umass.edu,E14-1048,E14-1,2,EACL,2014,conference,University of Massachusetts Amherst
804,arvind-neelakantan,umass.edu,E17-1013,E17-1,4,EACL,2017,conference,University of Massachusetts Amherst
804,arvind-neelakantan,umass.edu,E17-1058,E17-1,3,EACL,2017,conference,University of Massachusetts Amherst
804,arvind-neelakantan,umass.edu,N15-1054,N15-1,2,NAACL,2015,conference,University of Massachusetts Amherst
804,arvind-neelakantan,umass.edu,P15-1016,P15-1,3,ACL,2015,conference,University of Massachusetts Amherst
804,arvind-neelakantan,umass.edu,W16-1304,W16-13,4,WS,2016,workshop,University of Massachusetts Amherst
805,jeevan-shankar,umass.edu,D14-1113,D14-1,4,EMNLP,2014,conference,University of Massachusetts Amherst
806,alexandre-passos,umass.edu,D14-1113,D14-1,4,EMNLP,2014,conference,University of Massachusetts Amherst
806,alexandre-passos,umass.edu,P14-1056,P14-1,4,ACL,2014,conference,University of Massachusetts Amherst
806,alexandre-passos,umass.edu,W14-1609,W14-16,3,CoNLL,2014,conference,University of Massachusetts Amherst
807,maarten-sap,upenn.edu,D14-1121,D14-1,8,EMNLP,2014,conference,University of Pennsylvania
807,maarten-sap,washington.edu,D17-1247,D17-1,5,EMNLP,2017,conference,University of Washington
807,maarten-sap,washington.edu,D19-1454,D19-1,5,EMNLP,2019,conference,University of Washington
807,maarten-sap,washington.edu,K17-1004,K17-1,6,CoNLL,2017,conference,University of Washington
807,maarten-sap,washington.edu,N18-5020,N18-5,8,NAACL,2018,demonstration,University of Washington
807,maarten-sap,washington.edu,P18-1043,P18-1,5,ACL,2018,conference,University of Washington
807,maarten-sap,washington.edu,P18-1213,P18-1,5,ACL,2018,conference,University of Washington
807,maarten-sap,washington.edu,P19-1163,P19-1,5,ACL,2019,conference,University of Washington
808,kathryn-mazaitis,cmu.edu,D14-1122,D14-1,4,EMNLP,2014,conference,Carnegie Mellon University
808,kathryn-mazaitis,cmu.edu,D18-1455,D18-1,6,EMNLP,2018,conference,Carnegie Mellon University
809,jeffrey-heer,washington.edu,D14-1130,D14-1,6,EMNLP,2014,conference,University of Washington
809,jeffrey-heer,washington.edu,N15-1018,N15-1,7,NAACL,2015,conference,University of Washington
809,jeffrey-heer,washington.edu,P19-1073,P19-1,4,ACL,2019,conference,University of Washington
810,sebastian-schuster,stanford.edu,D14-1130,D14-1,6,EMNLP,2014,conference,Stanford University
810,sebastian-schuster,stanford.edu,N18-1105,N18-1,3,NAACL,2018,conference,Stanford University
810,sebastian-schuster,stanford.edu,N19-1380,N19-1,4,NAACL,2019,conference,Stanford University
810,sebastian-schuster,stanford.edu,W14-3316,W14-33,5,WS,2014,workshop,Stanford University
810,sebastian-schuster,stanford.edu,W15-2812,W15-28,5,WS,2015,workshop,Stanford University
810,sebastian-schuster,stanford.edu,W17-0416,W17-04,3,WS,2017,workshop,Stanford University
811,adrienne-wang,washington.edu,D14-1135,D14-1,3,EMNLP,2014,conference,University of Washington
812,moontae-lee,cornell.edu,D14-1138,D14-1,2,EMNLP,2014,conference,Cornell University
812,moontae-lee,uic.edu,D19-1504,D19-1,4,EMNLP,2019,conference,University of Illinois at Chicago
813,alvin-grissom-ii,colorado.edu,D14-1140,D14-1,5,EMNLP,2014,conference,University of Colorado Boulder
813,alvin-grissom-ii,ursinus.edu,D18-1407,D18-1,6,EMNLP,2018,conference,Ursinus College
813,alvin-grissom-ii,ursinus.edu,D19-1666,D19-1,6,EMNLP,2019,conference,Ursinus College
813,alvin-grissom-ii,ursinus.edu,I17-2013,I17-2,2,IJCNLP,2017,conference,Ursinus College
814,john-morgan,umd.edu,D14-1140,D14-1,5,EMNLP,2014,conference,University of Maryland
814,john-morgan,umd.edu,Q13-1035,Q13-1,5,TACL,2013,journal,University of Maryland
815,aaron-gerow,uchicago.edu,D14-1149,D14-1,1,EMNLP,2014,conference,University of Chicago
815,aaron-gerow,uchicago.edu,D15-1179,D15-1,5,EMNLP,2015,conference,University of Chicago
815,aaron-gerow,uchicago.edu,W14-3707,W14-37,2,WS,2014,workshop,University of Chicago
816,andreea-godea,unt.edu,D14-1150,D14-1,4,EMNLP,2014,conference,University of North Texas
817,sujatha-das-gollapalli,psu.edu,D14-1150,D14-1,4,EMNLP,2014,conference,Penn State University
818,ashima-arora,columbia.edu,D14-1157,D14-1,3,EMNLP,2014,conference,Columbia University
818,ashima-arora,columbia.edu,W14-2710,W14-27,3,WS,2014,workshop,Columbia University
819,ankur-parikh,cmu.edu,D14-1158,D14-1,4,EMNLP,2014,conference,Carnegie Mellon University
819,ankur-parikh,cmu.edu,N15-1077,N15-1,3,NAACL,2015,conference,Carnegie Mellon University
819,ankur-parikh,cmu.edu,P14-1100,P14-1,3,ACL,2014,conference,Carnegie Mellon University
820,avneesh-saluja,cmu.edu,D14-1158,D14-1,4,EMNLP,2014,conference,Carnegie Mellon University
820,avneesh-saluja,cmu.edu,D14-1210,D14-1,3,EMNLP,2014,conference,Carnegie Mellon University
820,avneesh-saluja,cmu.edu,P14-1064,P14-1,4,ACL,2014,conference,Carnegie Mellon University
820,avneesh-saluja,cmu.edu,W13-5005,W13-50,2,WS,2013,workshop,Carnegie Mellon University
821,jingwei-zhang,columbia.edu,D14-1161,D14-1,4,EMNLP,2014,conference,Columbia University
821,jingwei-zhang,columbia.edu,D15-1179,D15-1,5,EMNLP,2015,conference,Columbia University
822,jeremy-salwen,columbia.edu,D14-1161,D14-1,4,EMNLP,2014,conference,Columbia University
823,yoon-kim,nyu.edu,D14-1181,D14-1,1,EMNLP,2014,conference,New York University
823,yoon-kim,harvard.edu,D16-1139,D16-1,2,EMNLP,2016,conference,Harvard University
823,yoon-kim,harvard.edu,N19-1114,N19-1,6,NAACL,2019,conference,Harvard University
823,yoon-kim,harvard.edu,P19-1228,P19-1,3,ACL,2019,conference,Harvard University
823,yoon-kim,nyu.edu,W14-2517,W14-25,5,WS,2014,workshop,New York University
823,yoon-kim,nyu.edu,W14-2614,W14-26,2,WS,2014,workshop,New York University
824,viet-an-nguyen,umd.edu,D14-1182,D14-1,3,EMNLP,2014,conference,University of Maryland
824,viet-an-nguyen,umd.edu,P12-1009,P12-1,3,ACL,2012,conference,University of Maryland
824,viet-an-nguyen,umd.edu,P15-1139,P15-1,4,ACL,2015,conference,University of Maryland
824,viet-an-nguyen,umd.edu,W15-1212,W15-12,6,WS,2015,workshop,University of Maryland
825,zubin-jelveh,nyu.edu,D14-1191,D14-1,3,EMNLP,2014,conference,New York University
826,bruce-kogut,columbia.edu,D14-1191,D14-1,3,EMNLP,2014,conference,Columbia University
827,suresh-naidu,columbia.edu,D14-1191,D14-1,3,EMNLP,2014,conference,Columbia University
827,suresh-naidu,columbia.edu,P12-1078,P12-1,4,ACL,2012,conference,Columbia University
828,theerawat-songyot,usc.edu,D14-1197,D14-1,2,EMNLP,2014,conference,University of Southern California
829,qi-li,rpi.edu,D14-1198,D14-1,4,EMNLP,2014,conference,Rensselaer Polytechnic Institute
829,qi-li,rpi.edu,P14-1038,P14-1,2,ACL,2014,conference,Rensselaer Polytechnic Institute
829,qi-li,rpi.edu,P15-2061,P15-2,5,ACL,2015,conference,Rensselaer Polytechnic Institute
830,yu-hong,rpi.edu,D14-1198,D14-1,4,EMNLP,2014,conference,Rensselaer Polytechnic Institute
831,mitchell-koch,washington.edu,D14-1203,D14-1,4,EMNLP,2014,conference,University of Washington
832,john-gilmer,washington.edu,D14-1203,D14-1,4,EMNLP,2014,conference,University of Washington
833,yuchen-zhang,brandeis.edu,D14-1204,D14-1,2,EMNLP,2014,conference,Brandeis University
833,yuchen-zhang,stanford.edu,D17-1125,D17-1,3,EMNLP,2017,conference,Stanford University
833,yuchen-zhang,brandeis.edu,D18-1371,D18-1,2,EMNLP,2018,conference,Brandeis University
833,yuchen-zhang,brandeis.edu,S19-1019,S19-1,2,SEMEVAL,2019,workshop,Brandeis University
833,yuchen-zhang,brandeis.edu,W12-4501,W12-45,5,WS,2012,workshop,Brandeis University
833,yuchen-zhang,brandeis.edu,W13-0307,W13-03,3,WS,2013,workshop,Brandeis University
834,noriko-tomuro,depaul.edu,D14-1206,D14-1,2,EMNLP,2014,conference,DePaul University
834,noriko-tomuro,depaul.edu,P11-2049,P11-2,3,ACL,2011,conference,DePaul University
835,derry-tanti-wijaya,cmu.edu,D14-1207,D14-1,3,EMNLP,2014,conference,Carnegie Mellon University
835,derry-tanti-wijaya,cmu.edu,D15-1059,D15-1,3,EMNLP,2015,conference,Carnegie Mellon University
835,derry-tanti-wijaya,upenn.edu,D17-1152,D17-1,7,EMNLP,2017,conference,University of Pennsylvania
835,derry-tanti-wijaya,bu.edu,K19-1047,K19-1,5,CoNLL,2019,conference,Boston University
835,derry-tanti-wijaya,cmu.edu,N16-1096,N16-1,2,NAACL,2016,conference,Carnegie Mellon University
835,derry-tanti-wijaya,upenn.edu,P18-1239,P18-1,6,ACL,2018,conference,University of Pennsylvania
835,derry-tanti-wijaya,bu.edu,W19-3412,W19-34,3,WS,2019,workshop,Boston University
836,ndapandula-nakashole,cmu.edu,D14-1207,D14-1,3,EMNLP,2014,conference,Carnegie Mellon University
836,ndapandula-nakashole,cmu.edu,D15-1059,D15-1,3,EMNLP,2015,conference,Carnegie Mellon University
836,ndapandula-nakashole,ucsd.edu,D17-1264,D17-1,2,EMNLP,2017,conference,"University of California, San Diego"
836,ndapandula-nakashole,ucsd.edu,D18-1047,D18-1,1,EMNLP,2018,conference,"University of California, San Diego"
836,ndapandula-nakashole,ucsd.edu,D19-6005,D19-60,1,EMNLP,2019,workshop,"University of California, San Diego"
836,ndapandula-nakashole,cmu.edu,P14-1095,P14-1,2,ACL,2014,conference,Carnegie Mellon University
836,ndapandula-nakashole,cmu.edu,P15-1036,P15-1,2,ACL,2015,conference,Carnegie Mellon University
836,ndapandula-nakashole,ucsd.edu,P18-2036,P18-2,2,ACL,2018,conference,"University of California, San Diego"
836,ndapandula-nakashole,ucsd.edu,P19-1248,P19-1,4,ACL,2019,conference,"University of California, San Diego"
837,emily-e-reid,columbia.edu,D14-1211,D14-1,3,EMNLP,2014,conference,Columbia University
838,jing-peng,montclair.edu,D14-1216,D14-1,3,EMNLP,2014,conference,Montclair State University
838,jing-peng,montclair.edu,W18-4202,W18-42,4,WS,2018,workshop,Montclair State University
838,jing-peng,montclair.edu,W19-2105,W19-21,4,WS,2019,workshop,Montclair State University
839,anna-feldman,montclair.edu,D14-1216,D14-1,3,EMNLP,2014,conference,Montclair State University
839,anna-feldman,montclair.edu,I13-1200,I13-1,4,IJCNLP,2013,conference,Montclair State University
839,anna-feldman,montclair.edu,W18-4202,W18-42,4,WS,2018,workshop,Montclair State University
839,anna-feldman,montclair.edu,W19-2105,W19-21,4,WS,2019,workshop,Montclair State University
840,manolis-savva,stanford.edu,D14-1217,D14-1,3,EMNLP,2014,conference,Stanford University
840,manolis-savva,stanford.edu,P15-1006,P15-1,5,ACL,2015,conference,Stanford University
840,manolis-savva,stanford.edu,W14-2404,W14-24,3,WS,2014,workshop,Stanford University
840,manolis-savva,stanford.edu,W14-3102,W14-31,3,WS,2014,workshop,Stanford University
841,janardhan-rao-doppa,wsu.edu,D14-1225,D14-1,7,EMNLP,2014,conference,Washington State University
842,j-walker-orr,oregonstate.edu,D14-1225,D14-1,7,EMNLP,2014,conference,Oregon State University
842,j-walker-orr,georgefox.edu,D18-1122,D18-1,3,EMNLP,2018,conference,George Fox University
843,prashanth-mannem,oregonstate.edu,D14-1225,D14-1,7,EMNLP,2014,conference,Oregon State University
844,tom-dietterich,oregonstate.edu,D14-1225,D14-1,7,EMNLP,2014,conference,Oregon State University
845,tejas-kulkarni,mit.edu,D15-1001,D15-1,3,EMNLP,2015,conference,Massachusetts Institute of Technology
846,david-bamman,berkeley.edu,D15-1008,D15-1,2,EMNLP,2015,conference,"University of California, Berkeley"
846,david-bamman,berkeley.edu,D16-1218,D16-1,2,EMNLP,2016,conference,"University of California, Berkeley"
846,david-bamman,berkeley.edu,D17-1077,D17-1,3,EMNLP,2017,conference,"University of California, Berkeley"
846,david-bamman,berkeley.edu,D17-1187,D17-1,3,EMNLP,2017,conference,"University of California, Berkeley"
846,david-bamman,berkeley.edu,N18-1009,N18-1,2,NAACL,2018,conference,"University of California, Berkeley"
846,david-bamman,berkeley.edu,N19-1220,N19-1,3,NAACL,2019,conference,"University of California, Berkeley"
846,david-bamman,cmu.edu,P13-1035,P13-1,3,ACL,2013,conference,Carnegie Mellon University
846,david-bamman,cmu.edu,P14-1035,P14-1,3,ACL,2014,conference,Carnegie Mellon University
846,david-bamman,cmu.edu,P14-2134,P14-2,3,ACL,2014,conference,Carnegie Mellon University
846,david-bamman,berkeley.edu,P19-1353,P19-1,3,ACL,2019,conference,"University of California, Berkeley"
846,david-bamman,cmu.edu,Q14-1029,Q14-1,2,TACL,2014,journal,Carnegie Mellon University
846,david-bamman,cmu.edu,S14-2027,S14-2,9,SEMEVAL,2014,workshop,Carnegie Mellon University
846,david-bamman,berkeley.edu,W18-1504,W18-15,2,WS,2018,workshop,"University of California, Berkeley"
847,chao-yang,uiowa.edu,D15-1009,D15-1,5,EMNLP,2015,conference,Univeristy of Iowa
848,shimei-pan,umbc.edu,D15-1009,D15-1,5,EMNLP,2015,conference,"University of Maryland, Baltimore County"
848,shimei-pan,umbc.edu,D16-1150,D16-1,2,EMNLP,2016,conference,"University of Maryland, Baltimore County"
848,shimei-pan,umbc.edu,D17-1241,D17-1,3,EMNLP,2017,conference,"University of Maryland, Baltimore County"
848,shimei-pan,umbc.edu,D19-1067,D19-1,4,EMNLP,2019,conference,"University of Maryland, Baltimore County"
848,shimei-pan,umbc.edu,N19-1293,N19-1,3,NAACL,2019,conference,"University of Maryland, Baltimore County"
848,shimei-pan,umbc.edu,S18-1142,S18-1,8,SEMEVAL,2018,workshop,"University of Maryland, Baltimore County"
849,padmini-srinivasan,uiowa.edu,D15-1009,D15-1,5,EMNLP,2015,conference,Univeristy of Iowa
849,padmini-srinivasan,uiowa.edu,S19-2125,S19-2,2,SEMEVAL,2019,workshop,Univeristy of Iowa
850,tongtao-zhang,rpi.edu,D15-1020,D15-1,4,EMNLP,2015,conference,Rensselaer Polytechnic Institute
850,tongtao-zhang,rpi.edu,D18-2017,D18-2,5,EMNLP,2018,demonstration,Rensselaer Polytechnic Institute
850,tongtao-zhang,rpi.edu,W14-5411,W14-54,7,WS,2014,workshop,Rensselaer Polytechnic Institute
850,tongtao-zhang,rpi.edu,W16-4503,W16-45,7,WS,2016,workshop,Rensselaer Polytechnic Institute
851,hongzhi-li,columbia.edu,D15-1020,D15-1,4,EMNLP,2015,conference,Columbia University
852,shih-fu-chang,columbia.edu,D15-1020,D15-1,4,EMNLP,2015,conference,Columbia University
852,shih-fu-chang,columbia.edu,D18-1433,D18-1,5,EMNLP,2018,conference,Columbia University
852,shih-fu-chang,columbia.edu,D18-1435,D18-1,5,EMNLP,2018,conference,Columbia University
852,shih-fu-chang,columbia.edu,N16-3015,N16-3,17,NAACL,2016,demonstration,Columbia University
852,shih-fu-chang,columbia.edu,P16-1006,P16-1,6,ACL,2016,conference,Columbia University
853,weiwei-yang,umd.edu,D15-1030,D15-1,3,EMNLP,2015,conference,University of Maryland
853,weiwei-yang,umd.edu,D17-1203,D17-1,3,EMNLP,2017,conference,University of Maryland
853,weiwei-yang,umd.edu,D19-1120,D19-1,3,EMNLP,2019,conference,University of Maryland
853,weiwei-yang,umd.edu,P16-1065,P16-1,3,ACL,2016,conference,University of Maryland
854,tobias-schnabel,cornell.edu,D15-1036,D15-1,4,EMNLP,2015,conference,Cornell University
854,tobias-schnabel,cornell.edu,D15-1155,D15-1,3,EMNLP,2015,conference,Cornell University
854,tobias-schnabel,cornell.edu,I13-1023,I13-1,2,IJCNLP,2013,conference,Cornell University
854,tobias-schnabel,cornell.edu,Q14-1002,Q14-1,2,TACL,2014,journal,Cornell University
855,igor-labutov,cornell.edu,D15-1036,D15-1,4,EMNLP,2015,conference,Cornell University
855,igor-labutov,cmu.edu,D17-1161,D17-1,3,EMNLP,2017,conference,Carnegie Mellon University
855,igor-labutov,cmu.edu,D18-2025,D18-2,3,EMNLP,2018,demonstration,Carnegie Mellon University
855,igor-labutov,cornell.edu,P12-2030,P12-2,2,ACL,2012,conference,Cornell University
855,igor-labutov,cornell.edu,P13-2087,P13-2,2,ACL,2013,conference,Cornell University
855,igor-labutov,cornell.edu,P14-1053,P14-1,2,ACL,2014,conference,Cornell University
855,igor-labutov,cornell.edu,P15-1086,P15-1,3,ACL,2015,conference,Cornell University
855,igor-labutov,cmu.edu,P18-1029,P18-1,3,ACL,2018,conference,Carnegie Mellon University
855,igor-labutov,cmu.edu,P18-1077,P18-1,4,ACL,2018,conference,Carnegie Mellon University
856,kelvin-guu,stanford.edu,D15-1038,D15-1,3,EMNLP,2015,conference,Stanford University
856,kelvin-guu,stanford.edu,D18-1540,D18-1,5,EMNLP,2018,conference,Stanford University
856,kelvin-guu,stanford.edu,P17-1097,P17-1,4,ACL,2017,conference,Stanford University
856,kelvin-guu,stanford.edu,Q18-1031,Q18-1,4,TACL,2018,journal,Stanford University
857,john-miller,stanford.edu,D15-1038,D15-1,3,EMNLP,2015,conference,Stanford University
857,john-miller,udel.edu,W14-4410,W14-44,2,WS,2014,workshop,University of Delaware
857,john-miller,udel.edu,W17-4509,W17-45,2,WS,2017,workshop,University of Delaware
858,arman-cohan,georgetown.edu,D15-1045,D15-1,2,EMNLP,2015,conference,Georgetown University
858,arman-cohan,georgetown.edu,D17-1322,D17-1,3,EMNLP,2017,conference,Georgetown University
858,arman-cohan,georgetown.edu,N15-1110,N15-1,3,NAACL,2015,conference,Georgetown University
858,arman-cohan,georgetown.edu,N18-2097,N18-2,7,NAACL,2018,conference,Georgetown University
858,arman-cohan,georgetown.edu,S16-1194,S16-1,3,SEMEVAL,2016,workshop,Georgetown University
858,arman-cohan,georgetown.edu,W16-0316,W16-03,3,WS,2016,workshop,Georgetown University
858,arman-cohan,georgetown.edu,W18-0621,W18-06,5,WS,2018,workshop,Georgetown University
859,nazli-goharian,georgetown.edu,D15-1045,D15-1,2,EMNLP,2015,conference,Georgetown University
859,nazli-goharian,georgetown.edu,D17-1322,D17-1,3,EMNLP,2017,conference,Georgetown University
859,nazli-goharian,georgetown.edu,N15-1110,N15-1,3,NAACL,2015,conference,Georgetown University
859,nazli-goharian,georgetown.edu,N18-2097,N18-2,7,NAACL,2018,conference,Georgetown University
859,nazli-goharian,georgetown.edu,S16-1194,S16-1,3,SEMEVAL,2016,workshop,Georgetown University
859,nazli-goharian,georgetown.edu,W16-0316,W16-03,3,WS,2016,workshop,Georgetown University
859,nazli-goharian,georgetown.edu,W18-0621,W18-06,5,WS,2018,workshop,Georgetown University
860,alexander-ororbia-ii,psu.edu,D15-1053,D15-1,3,EMNLP,2015,conference,Penn State University
860,alexander-ororbia-ii,psu.edu,I17-1085,I17-1,4,IJCNLP,2017,conference,Penn State University
861,david-reitter,psu.edu,D15-1053,D15-1,3,EMNLP,2015,conference,Penn State University
861,david-reitter,psu.edu,I17-1085,I17-1,4,IJCNLP,2017,conference,Penn State University
861,david-reitter,psu.edu,N18-1183,N18-1,2,NAACL,2018,conference,Penn State University
861,david-reitter,psu.edu,P16-1051,P16-1,2,ACL,2016,conference,Penn State University
861,david-reitter,psu.edu,P16-2072,P16-2,2,ACL,2016,conference,Penn State University
861,david-reitter,psu.edu,P17-1058,P17-1,2,ACL,2017,conference,Penn State University
861,david-reitter,psu.edu,P18-1056,P18-1,3,ACL,2018,conference,Penn State University
861,david-reitter,cmu.edu,W10-2002,W10-20,2,WS,2010,workshop,Carnegie Mellon University
861,david-reitter,psu.edu,W14-2007,W14-20,3,WS,2014,workshop,Penn State University
861,david-reitter,psu.edu,W15-1102,W15-11,3,WS,2015,workshop,Penn State University
861,david-reitter,psu.edu,W15-1107,W15-11,2,WS,2015,workshop,Penn State University
862,nanyun-peng,jhu.edu,D15-1064,D15-1,2,EMNLP,2015,conference,Johns Hopkins University
862,nanyun-peng,jhu.edu,D15-1108,D15-1,3,EMNLP,2015,conference,Johns Hopkins University
862,nanyun-peng,isi.edu,D19-1041,D19-1,3,EMNLP,2019,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,D19-1103,D19-1,3,EMNLP,2019,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,D19-1339,D19-1,4,EMNLP,2019,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,D19-1625,D19-1,4,EMNLP,2019,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,D19-1672,D19-1,3,EMNLP,2019,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,I17-2065,I17-2,3,IJCNLP,2017,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,K19-1035,K19-1,5,CoNLL,2019,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,K19-1048,K19-1,4,CoNLL,2019,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,K19-1062,K19-1,6,CoNLL,2019,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,N19-1172,N19-1,3,NAACL,2019,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,N19-1253,N19-1,6,NAACL,2019,conference,Information Sciences Institute
862,nanyun-peng,isi.edu,N19-4016,N19-4,3,NAACL,2019,demonstration,Information Sciences Institute
862,nanyun-peng,jhu.edu,P14-2102,P14-2,3,ACL,2014,conference,Johns Hopkins University
862,nanyun-peng,jhu.edu,P14-2110,P14-2,3,ACL,2014,conference,Johns Hopkins University
862,nanyun-peng,jhu.edu,P15-2062,P15-2,3,ACL,2015,conference,Johns Hopkins University
862,nanyun-peng,jhu.edu,P16-2025,P16-2,2,ACL,2016,conference,Johns Hopkins University
862,nanyun-peng,isi.edu,P18-1130,P18-1,6,ACL,2018,conference,Information Sciences Institute
862,nanyun-peng,jhu.edu,Q15-1031,Q15-1,3,TACL,2015,journal,Johns Hopkins University
862,nanyun-peng,jhu.edu,Q17-1008,Q17-1,5,TACL,2017,journal,Johns Hopkins University
862,nanyun-peng,jhu.edu,W17-2612,W17-26,2,WS,2017,workshop,Johns Hopkins University
862,nanyun-peng,isi.edu,W18-1505,W18-15,4,WS,2018,workshop,Information Sciences Institute
862,nanyun-peng,isi.edu,W19-2310,W19-23,4,WS,2019,workshop,Information Sciences Institute
863,zhiwei-zhang,purdue.edu,D15-1066,D15-1,6,EMNLP,2015,conference,Purdue University
864,luo-si,purdue.edu,D15-1066,D15-1,6,EMNLP,2015,conference,Purdue University
865,jiaping-zheng,umass.edu,D15-1069,D15-1,2,EMNLP,2015,conference,University of Massachusetts Amherst
865,jiaping-zheng,umass.edu,W13-3517,W13-35,5,CoNLL,2013,conference,University of Massachusetts Amherst
865,jiaping-zheng,umass.edu,W15-2615,W15-26,2,WS,2015,workshop,University of Massachusetts Amherst
866,hong-yu,umassmed.edu,D15-1069,D15-1,2,EMNLP,2015,conference,University of Massachusetts Medical School
866,hong-yu,umassmed.edu,D16-1062,D16-1,3,EMNLP,2016,conference,University of Massachusetts Medical School
866,hong-yu,umassmed.edu,D16-1082,D16-1,2,EMNLP,2016,conference,University of Massachusetts Medical School
866,hong-yu,umassmed.edu,D19-1434,D19-1,3,EMNLP,2019,conference,University of Massachusetts Medical School
866,hong-yu,uml.edu,D19-1637,D19-1,7,EMNLP,2019,conference,University of Massachusetts Lowell
866,hong-yu,umassmed.edu,E17-1002,E17-1,2,EACL,2017,conference,University of Massachusetts Medical School
866,hong-yu,umassmed.edu,E17-1038,E17-1,2,EACL,2017,conference,University of Massachusetts Medical School
866,hong-yu,umassmed.edu,N16-1056,N16-1,2,NAACL,2016,conference,University of Massachusetts Medical School
866,hong-yu,umassmed.edu,N18-2013,N18-2,4,NAACL,2018,conference,University of Massachusetts Medical School
866,hong-yu,umassmed.edu,W15-2615,W15-26,2,WS,2015,workshop,University of Massachusetts Medical School
866,hong-yu,umassmed.edu,W15-2619,W15-26,3,WS,2015,workshop,University of Massachusetts Medical School
866,hong-yu,umassmed.edu,W16-6109,W16-61,3,WS,2016,workshop,University of Massachusetts Medical School
867,samuel-bowman,stanford.edu,D15-1075,D15-1,4,EMNLP,2015,conference,Stanford University
867,samuel-bowman,nyu.edu,D18-1035,D18-1,4,EMNLP,2018,conference,New York University
867,samuel-bowman,nyu.edu,D18-1269,D18-1,7,EMNLP,2018,conference,New York University
867,samuel-bowman,nyu.edu,D18-1544,D18-1,3,EMNLP,2018,conference,New York University
867,samuel-bowman,nyu.edu,D19-1286,D19-1,16,EMNLP,2019,conference,New York University
867,samuel-bowman,nyu.edu,D19-1329,D19-1,3,EMNLP,2019,conference,New York University
