,authorID,domain,pubID,venueID,numAuthor,venue,year,type,university
867,samuel-bowman,nyu.edu,D19-6123,D19-61,4,EMNLP,2019,workshop,New York University
867,samuel-bowman,stanford.edu,K16-1002,K16-1,6,CoNLL,2016,conference,Stanford University
867,samuel-bowman,nyu.edu,K18-1049,K18-1,3,CoNLL,2018,conference,New York University
867,samuel-bowman,nyu.edu,N18-1101,N18-1,3,NAACL,2018,conference,New York University
867,samuel-bowman,nyu.edu,N18-2017,N18-2,6,NAACL,2018,conference,New York University
867,samuel-bowman,nyu.edu,N18-4013,N18-4,2,NAACL,2018,workshop,New York University
867,samuel-bowman,nyu.edu,N18-4017,N18-4,3,NAACL,2018,workshop,New York University
867,samuel-bowman,nyu.edu,N19-1063,N19-1,5,NAACL,2019,conference,New York University
867,samuel-bowman,nyu.edu,N19-3002,N19-3,2,NAACL,2019,workshop,New York University
867,samuel-bowman,stanford.edu,P16-1139,P16-1,6,ACL,2016,conference,Stanford University
867,samuel-bowman,nyu.edu,P19-1449,P19-1,2,ACL,2019,conference,New York University
867,samuel-bowman,nyu.edu,Q18-1019,Q18-1,3,TACL,2018,journal,New York University
867,samuel-bowman,stanford.edu,W13-3721,W13-37,6,WS,2013,workshop,Stanford University
867,samuel-bowman,stanford.edu,W15-4002,W15-40,3,WS,2015,workshop,Stanford University
867,samuel-bowman,nyu.edu,W17-2610,W17-26,3,WS,2017,workshop,New York University
867,samuel-bowman,nyu.edu,W17-3108,W17-31,3,WS,2017,workshop,New York University
867,samuel-bowman,nyu.edu,W17-5301,W17-53,4,WS,2017,workshop,New York University
867,samuel-bowman,nyu.edu,W18-2601,W18-26,2,WS,2018,workshop,New York University
867,samuel-bowman,nyu.edu,W19-0129,W19-01,4,WS,2019,workshop,New York University
868,luheng-he,washington.edu,D15-1076,D15-1,3,EMNLP,2015,conference,University of Washington
868,luheng-he,washington.edu,D15-1169,D15-1,3,EMNLP,2015,conference,University of Washington
868,luheng-he,washington.edu,D16-1258,D16-1,4,EMNLP,2016,conference,University of Washington
868,luheng-he,washington.edu,D17-1018,D17-1,4,EMNLP,2017,conference,University of Washington
868,luheng-he,washington.edu,D18-1360,D18-1,4,EMNLP,2018,conference,University of Washington
868,luheng-he,washington.edu,N18-2089,N18-2,5,NAACL,2018,conference,University of Washington
868,luheng-he,washington.edu,N18-2108,N18-2,3,NAACL,2018,conference,University of Washington
868,luheng-he,washington.edu,P17-1044,P17-1,4,ACL,2017,conference,University of Washington
868,luheng-he,washington.edu,P18-1191,P18-1,4,ACL,2018,conference,University of Washington
868,luheng-he,washington.edu,P18-2058,P18-2,4,ACL,2018,conference,University of Washington
868,luheng-he,upenn.edu,W13-3505,W13-35,3,CoNLL,2013,conference,University of Pennsylvania
869,mike-lewis,washington.edu,D15-1076,D15-1,3,EMNLP,2015,conference,University of Washington
869,mike-lewis,washington.edu,D15-1169,D15-1,3,EMNLP,2015,conference,University of Washington
869,mike-lewis,washington.edu,D16-1258,D16-1,4,EMNLP,2016,conference,University of Washington
869,mike-lewis,washington.edu,D16-1262,D16-1,3,EMNLP,2016,conference,University of Washington
869,mike-lewis,washington.edu,N16-1026,N16-1,3,NAACL,2016,conference,University of Washington
870,eric-gribkoff,washington.edu,D15-1080,D15-1,6,EMNLP,2015,conference,University of Washington
871,han-wang,rpi.edu,D15-1081,D15-1,5,EMNLP,2015,conference,Rensselaer Polytechnic Institute
872,jin-guang-zheng,rpi.edu,D15-1081,D15-1,5,EMNLP,2015,conference,Rensselaer Polytechnic Institute
873,xiaogang-ma,rpi.edu,D15-1081,D15-1,5,EMNLP,2015,conference,Rensselaer Polytechnic Institute
874,peter-fox,rpi.edu,D15-1081,D15-1,5,EMNLP,2015,conference,Rensselaer Polytechnic Institute
875,hao-cheng,washington.edu,D15-1085,D15-1,3,EMNLP,2015,conference,University of Washington
875,hao-cheng,washington.edu,D16-1238,D16-1,5,EMNLP,2016,conference,University of Washington
875,hao-cheng,washington.edu,D17-1243,D17-1,3,EMNLP,2017,conference,University of Washington
875,hao-cheng,washington.edu,N18-5020,N18-5,8,NAACL,2018,demonstration,University of Washington
875,hao-cheng,washington.edu,N19-1284,N19-1,3,NAACL,2019,conference,University of Washington
875,hao-cheng,washington.edu,W16-6209,W16-62,3,WS,2016,workshop,University of Washington
876,hao-fang,washington.edu,D15-1085,D15-1,3,EMNLP,2015,conference,University of Washington
876,hao-fang,washington.edu,D15-1239,D15-1,5,EMNLP,2015,conference,University of Washington
876,hao-fang,washington.edu,D16-1238,D16-1,5,EMNLP,2016,conference,University of Washington
876,hao-fang,washington.edu,D17-1243,D17-1,3,EMNLP,2017,conference,University of Washington
876,hao-fang,washington.edu,N18-5020,N18-5,8,NAACL,2018,demonstration,University of Washington
876,hao-fang,washington.edu,N19-1284,N19-1,3,NAACL,2019,conference,University of Washington
876,hao-fang,washington.edu,W16-6209,W16-62,3,WS,2016,workshop,University of Washington
877,mari-ostendorf,washington.edu,D15-1085,D15-1,3,EMNLP,2015,conference,University of Washington
877,mari-ostendorf,washington.edu,D15-1239,D15-1,5,EMNLP,2015,conference,University of Washington
877,mari-ostendorf,washington.edu,D15-1240,D15-1,2,EMNLP,2015,conference,University of Washington
877,mari-ostendorf,washington.edu,D16-1108,D16-1,2,EMNLP,2016,conference,University of Washington
877,mari-ostendorf,washington.edu,D16-1189,D16-1,7,EMNLP,2016,conference,University of Washington
877,mari-ostendorf,washington.edu,D17-1243,D17-1,3,EMNLP,2017,conference,University of Washington
877,mari-ostendorf,washington.edu,D17-1279,D17-1,3,EMNLP,2017,conference,University of Washington
877,mari-ostendorf,washington.edu,D18-1360,D18-1,4,EMNLP,2018,conference,University of Washington
877,mari-ostendorf,washington.edu,N10-1101,N10-1,3,NAACL,2010,conference,University of Washington
877,mari-ostendorf,washington.edu,N13-1085,N13-1,2,NAACL,2013,conference,University of Washington
877,mari-ostendorf,washington.edu,N15-1022,N15-1,4,NAACL,2015,conference,University of Washington
877,mari-ostendorf,washington.edu,N15-1161,N15-1,3,NAACL,2015,conference,University of Washington
877,mari-ostendorf,washington.edu,N16-1079,N16-1,3,NAACL,2016,conference,University of Washington
877,mari-ostendorf,washington.edu,N18-1007,N18-1,6,NAACL,2018,conference,University of Washington
877,mari-ostendorf,washington.edu,N18-5020,N18-5,8,NAACL,2018,demonstration,University of Washington
877,mari-ostendorf,washington.edu,N19-1008,N19-1,2,NAACL,2019,conference,University of Washington
877,mari-ostendorf,washington.edu,N19-1284,N19-1,3,NAACL,2019,conference,University of Washington
877,mari-ostendorf,washington.edu,N19-1308,N19-1,6,NAACL,2019,conference,University of Washington
877,mari-ostendorf,washington.edu,P11-2021,P11-2,2,ACL,2011,conference,University of Washington
877,mari-ostendorf,washington.edu,P16-1153,P16-1,7,ACL,2016,conference,University of Washington
877,mari-ostendorf,washington.edu,P18-2111,P18-2,2,ACL,2018,conference,University of Washington
877,mari-ostendorf,washington.edu,Q18-1009,Q18-1,2,TACL,2018,journal,University of Washington
877,mari-ostendorf,washington.edu,Q18-1035,Q18-1,2,TACL,2018,journal,University of Washington
877,mari-ostendorf,washington.edu,S18-1125,S18-1,3,SEMEVAL,2018,workshop,University of Washington
877,mari-ostendorf,washington.edu,W10-2607,W10-26,3,WS,2010,workshop,University of Washington
877,mari-ostendorf,washington.edu,W11-0706,W11-07,3,WS,2011,workshop,University of Washington
877,mari-ostendorf,washington.edu,W11-0707,W11-07,8,WS,2011,workshop,University of Washington
877,mari-ostendorf,washington.edu,W15-3003,W15-30,4,WS,2015,workshop,University of Washington
877,mari-ostendorf,washington.edu,W16-5807,W16-58,4,WS,2016,workshop,University of Washington
877,mari-ostendorf,washington.edu,W16-6209,W16-62,3,WS,2016,workshop,University of Washington
877,mari-ostendorf,washington.edu,W16-6212,W16-62,5,WS,2016,workshop,University of Washington
877,mari-ostendorf,washington.edu,W17-5036,W17-50,2,WS,2017,workshop,University of Washington
877,mari-ostendorf,washington.edu,W18-0505,W18-05,2,WS,2018,workshop,University of Washington
877,mari-ostendorf,washington.edu,W19-4450,W19-44,4,WS,2019,workshop,University of Washington
878,jermsak-jermsurawong,nyu.edu,D15-1090,D15-1,2,EMNLP,2015,conference,New York University
879,barret-zoph,isi.edu,D15-1105,D15-1,3,EMNLP,2015,conference,Information Sciences Institute
879,barret-zoph,isi.edu,N16-1004,N16-1,2,NAACL,2016,conference,Information Sciences Institute
879,barret-zoph,isi.edu,N16-1145,N16-1,4,NAACL,2016,conference,Information Sciences Institute
880,marjan-ghazvininejad,isi.edu,D15-1105,D15-1,3,EMNLP,2015,conference,Information Sciences Institute
880,marjan-ghazvininejad,isi.edu,D16-1126,D16-1,4,EMNLP,2016,conference,Information Sciences Institute
880,marjan-ghazvininejad,isi.edu,N15-1180,N15-1,2,NAACL,2015,conference,Information Sciences Institute
880,marjan-ghazvininejad,isi.edu,N18-2011,N18-2,3,NAACL,2018,conference,Information Sciences Institute
880,marjan-ghazvininejad,isi.edu,N18-2083,N18-2,3,NAACL,2018,conference,Information Sciences Institute
880,marjan-ghazvininejad,isi.edu,P17-4008,P17-4,4,ACL,2017,demonstration,Information Sciences Institute
880,marjan-ghazvininejad,isi.edu,W18-1505,W18-15,4,WS,2018,workshop,Information Sciences Institute
881,kenton-murray,nd.edu,D15-1107,D15-1,2,EMNLP,2015,conference,University of Notre Dame
881,kenton-murray,nd.edu,D19-5625,D19-56,5,EMNLP,2019,workshop,University of Notre Dame
881,kenton-murray,nd.edu,D19-5634,D19-56,3,EMNLP,2019,workshop,University of Notre Dame
881,kenton-murray,nd.edu,W18-6322,W18-63,2,WS,2018,workshop,University of Notre Dame
882,ryan-cotterell,jhu.edu,D15-1108,D15-1,3,EMNLP,2015,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,D15-1272,D15-1,4,EMNLP,2015,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,D16-1097,D16-1,3,EMNLP,2016,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,D16-1206,D16-1,3,EMNLP,2016,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,D16-1256,D16-1,3,EMNLP,2016,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,D17-1074,D17-1,5,EMNLP,2017,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,D17-1078,D17-1,2,EMNLP,2017,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,D18-1473,D18-1,3,EMNLP,2018,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,D19-1531,D19-1,7,EMNLP,2019,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,E17-1049,E17-1,3,EACL,2017,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,E17-2018,E17-2,5,EACL,2017,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,E17-2028,E17-2,4,EACL,2017,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,E17-2120,E17-2,3,EACL,2017,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,I17-2016,I17-2,2,IJCNLP,2017,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,K15-1017,K15-1,4,CoNLL,2015,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,K19-1014,K19-1,6,CoNLL,2019,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,N15-1094,N15-1,2,NAACL,2015,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,N15-1140,N15-1,2,NAACL,2015,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,N16-1076,N16-1,3,NAACL,2016,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,N18-1004,N18-1,2,NAACL,2018,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,P14-2102,P14-2,3,ACL,2014,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,P16-1156,P16-1,3,ACL,2016,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,P17-1109,P17-1,2,ACL,2017,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,P17-1182,P17-1,3,ACL,2017,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,P18-1245,P18-1,4,ACL,2018,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,P19-1171,P19-1,5,ACL,2019,conference,Johns Hopkins University
882,ryan-cotterell,jhu.edu,Q15-1031,Q15-1,3,TACL,2015,journal,Johns Hopkins University
882,ryan-cotterell,jhu.edu,Q18-1003,Q18-1,2,TACL,2018,journal,Johns Hopkins University
882,ryan-cotterell,jhu.edu,Q18-1045,Q18-1,2,TACL,2018,journal,Johns Hopkins University
882,ryan-cotterell,jhu.edu,Q19-1021,Q19-1,4,TACL,2019,journal,Johns Hopkins University
882,ryan-cotterell,jhu.edu,S17-1011,S17-1,4,SEMEVAL,2017,workshop,Johns Hopkins University
882,ryan-cotterell,jhu.edu,W16-2002,W16-20,6,WS,2016,workshop,Johns Hopkins University
882,ryan-cotterell,jhu.edu,W18-6011,W18-60,5,WS,2018,workshop,Johns Hopkins University
883,md-arafat-sultan,colorado.edu,D15-1111,D15-1,3,EMNLP,2015,conference,University of Colorado Boulder
883,md-arafat-sultan,colorado.edu,N16-1123,N16-1,3,NAACL,2016,conference,University of Colorado Boulder
883,md-arafat-sultan,colorado.edu,Q14-1018,Q14-1,3,TACL,2014,journal,University of Colorado Boulder
883,md-arafat-sultan,colorado.edu,Q16-1009,Q16-1,3,TACL,2016,journal,University of Colorado Boulder
883,md-arafat-sultan,colorado.edu,S13-1025,S13-1,3,SEMEVAL,2013,workshop,University of Colorado Boulder
883,md-arafat-sultan,colorado.edu,S14-2039,S14-2,3,SEMEVAL,2014,workshop,University of Colorado Boulder
883,md-arafat-sultan,colorado.edu,S15-2027,S15-2,3,SEMEVAL,2015,workshop,University of Colorado Boulder
883,md-arafat-sultan,colorado.edu,S16-1099,S16-1,3,SEMEVAL,2016,workshop,University of Colorado Boulder
883,md-arafat-sultan,colorado.edu,W12-2002,W12-20,6,WS,2012,workshop,University of Colorado Boulder
884,tamara-sumner,colorado.edu,D15-1111,D15-1,3,EMNLP,2015,conference,University of Colorado Boulder
884,tamara-sumner,colorado.edu,N16-1107,N16-1,3,NAACL,2016,conference,University of Colorado Boulder
884,tamara-sumner,colorado.edu,N16-1123,N16-1,3,NAACL,2016,conference,University of Colorado Boulder
884,tamara-sumner,colorado.edu,Q14-1018,Q14-1,3,TACL,2014,journal,University of Colorado Boulder
884,tamara-sumner,colorado.edu,S13-1025,S13-1,3,SEMEVAL,2013,workshop,University of Colorado Boulder
884,tamara-sumner,colorado.edu,S13-2101,S13-2,3,SEMEVAL,2013,workshop,University of Colorado Boulder
884,tamara-sumner,colorado.edu,S14-2039,S14-2,3,SEMEVAL,2014,workshop,University of Colorado Boulder
884,tamara-sumner,colorado.edu,S15-1013,S15-1,3,SEMEVAL,2015,workshop,University of Colorado Boulder
884,tamara-sumner,colorado.edu,S15-2027,S15-2,3,SEMEVAL,2015,workshop,University of Colorado Boulder
884,tamara-sumner,colorado.edu,S16-1099,S16-1,3,SEMEVAL,2016,workshop,University of Colorado Boulder
884,tamara-sumner,colorado.edu,W12-2002,W12-20,6,WS,2012,workshop,University of Colorado Boulder
885,jay-pujara,ucsc.edu,D15-1113,D15-1,5,EMNLP,2015,conference,"University of California, Santa Cruz"
885,jay-pujara,umd.edu,D17-1184,D17-1,3,EMNLP,2017,conference,University of Maryland
886,lise-getoor,ucsc.edu,D15-1113,D15-1,5,EMNLP,2015,conference,"University of California, Santa Cruz"
886,lise-getoor,ucsc.edu,D17-1184,D17-1,3,EMNLP,2017,conference,"University of California, Santa Cruz"
886,lise-getoor,ucsc.edu,P15-1008,P15-1,4,ACL,2015,conference,"University of California, Santa Cruz"
886,lise-getoor,ucsc.edu,P15-1012,P15-1,5,ACL,2015,conference,"University of California, Santa Cruz"
886,lise-getoor,ucsc.edu,W14-1804,W14-18,5,WS,2014,workshop,"University of California, Santa Cruz"
886,lise-getoor,ucsc.edu,W14-2715,W14-27,3,WS,2014,workshop,"University of California, Santa Cruz"
887,chloe-kiddon,washington.edu,D15-1114,D15-1,4,EMNLP,2015,conference,University of Washington
887,chloe-kiddon,washington.edu,D16-1032,D16-1,3,EMNLP,2016,conference,University of Washington
887,chloe-kiddon,washington.edu,P11-2016,P11-2,2,ACL,2011,conference,University of Washington
887,chloe-kiddon,washington.edu,W10-0911,W10-09,15,WS,2010,workshop,University of Washington
887,chloe-kiddon,washington.edu,W12-3015,W12-30,2,WS,2012,workshop,University of Washington
888,omid-bakhshandeh,rochester.edu,D15-1115,D15-1,2,EMNLP,2015,conference,University of Rochester
888,omid-bakhshandeh,rochester.edu,K16-1007,K16-1,3,CoNLL,2016,conference,University of Rochester
888,omid-bakhshandeh,rochester.edu,P17-1084,P17-1,2,ACL,2017,conference,University of Rochester
888,omid-bakhshandeh,rochester.edu,W15-0103,W15-01,2,WS,2015,workshop,University of Rochester
888,omid-bakhshandeh,rochester.edu,W16-6006,W16-60,2,WS,2016,workshop,University of Rochester
889,james-allen,rochester.edu,D15-1115,D15-1,2,EMNLP,2015,conference,University of Rochester
889,james-allen,rochester.edu,J12-3002,J12-3,5,CL,2012,journal,University of Rochester
889,james-allen,rochester.edu,J18-1003,J18-1,3,CL,2018,journal,University of Rochester
889,james-allen,rochester.edu,K16-1007,K16-1,3,CoNLL,2016,conference,University of Rochester
889,james-allen,rochester.edu,N16-1098,N16-1,8,NAACL,2016,conference,University of Rochester
889,james-allen,rochester.edu,P11-2025,P11-2,3,ACL,2011,conference,University of Rochester
889,james-allen,rochester.edu,P11-2061,P11-2,2,ACL,2011,conference,University of Rochester
889,james-allen,rochester.edu,P13-1007,P13-1,3,ACL,2013,conference,University of Rochester
889,james-allen,rochester.edu,P17-1084,P17-1,2,ACL,2017,conference,University of Rochester
889,james-allen,rochester.edu,S10-1062,S10-1,2,SEMEVAL,2010,workshop,University of Rochester
889,james-allen,rochester.edu,S12-1022,S12-1,2,SEMEVAL,2012,workshop,University of Rochester
889,james-allen,rochester.edu,W11-1108,W11-11,2,WS,2011,workshop,University of Rochester
889,james-allen,rochester.edu,W14-2401,W14-24,1,WS,2014,workshop,University of Rochester
889,james-allen,rochester.edu,W15-0103,W15-01,2,WS,2015,workshop,University of Rochester
889,james-allen,rochester.edu,W16-1007,W16-10,5,WS,2016,workshop,University of Rochester
889,james-allen,rochester.edu,W16-2505,W16-25,5,WS,2016,workshop,University of Rochester
889,james-allen,rochester.edu,W16-6006,W16-60,2,WS,2016,workshop,University of Rochester
889,james-allen,rochester.edu,W17-0906,W17-09,5,WS,2017,workshop,University of Rochester
890,debanjan-ghosh,rutgers.edu,D15-1116,D15-1,3,EMNLP,2015,conference,Rutgers University
890,debanjan-ghosh,mit.edu,J18-4009,J18-4,3,CL,2018,journal,Massachusetts Institute of Technology
890,debanjan-ghosh,rutgers.edu,P16-2089,P16-2,4,ACL,2016,conference,Rutgers University
890,debanjan-ghosh,rutgers.edu,W14-2106,W14-21,5,WS,2014,workshop,Rutgers University
890,debanjan-ghosh,rutgers.edu,W14-4918,W14-49,4,WS,2014,workshop,Rutgers University
890,debanjan-ghosh,rutgers.edu,W16-2810,W16-28,3,WS,2016,workshop,Rutgers University
890,debanjan-ghosh,rutgers.edu,W17-5523,W17-55,3,WS,2017,workshop,Rutgers University
891,arindam-mitra,asu.edu,D15-1118,D15-1,2,EMNLP,2015,conference,Arizona State University
891,arindam-mitra,asu.edu,P15-1087,P15-1,3,ACL,2015,conference,Arizona State University
891,arindam-mitra,asu.edu,P16-1202,P16-1,2,ACL,2016,conference,Arizona State University
891,arindam-mitra,asu.edu,P19-1614,P19-1,4,ACL,2019,conference,Arizona State University
891,arindam-mitra,asu.edu,P19-1615,P19-1,4,ACL,2019,conference,Arizona State University
892,chitta-baral,asu.edu,D15-1118,D15-1,2,EMNLP,2015,conference,Arizona State University
892,chitta-baral,asu.edu,P15-1087,P15-1,3,ACL,2015,conference,Arizona State University
892,chitta-baral,asu.edu,P16-1202,P16-1,2,ACL,2016,conference,Arizona State University
892,chitta-baral,asu.edu,P19-1614,P19-1,4,ACL,2019,conference,Arizona State University
